id	time	property	value1	value2
Part.59	538.7587	place	enter	B1_1
Part.60	538.7587	place	enter	M1_1
Part.33	542.4309	place	exit	M5_1
Part.43	550.7587	place	exit	B4_1
Part.43	550.7587	place	enter	M5_1
Part.50	550.7587	place	exit	M4_1
Part.50	550.7587	place	enter	B4_1
Part.51	550.7587	place	enter	M4_1
Part.51	550.7587	place	exit	B2_1
Component.51	550.7587	place	exit	M2_1
Component.63	550.7587	place	enter	M2_1
Part.55	550.7587	place	exit	B1_1
Part.55	550.7587	place	enter	B2_1
Part.60	550.7587	place	exit	M1_1
Part.60	550.7587	place	enter	B1_1
Part.61	550.7587	place	enter	M1_1
Part.34	555.4309	place	exit	M5_1
Part.44	565.4959	place	exit	B4_1
Part.44	565.4959	place	enter	M5_1
Part.35	568.4309	place	exit	M5_1
Part.51	574.46	place	exit	M4_1
Part.51	574.46	place	enter	B4_1
Part.52	574.46	place	enter	M4_1
Part.52	574.46	place	exit	B2_1
Component.52	574.46	place	exit	M2_1
Component.64	574.46	place	enter	M2_1
Part.56	574.46	place	exit	B1_1
Part.56	574.46	place	enter	B2_1
Part.61	574.46	place	exit	M1_1
Part.61	574.46	place	enter	B1_1
Part.62	574.46	place	enter	M1_1
Part.45	581.2113	place	exit	B4_1
Part.45	581.2113	place	enter	M5_1
Part.36	581.4309	place	exit	M5_1
Part.52	584.46	place	exit	M4_1
Part.52	584.46	place	enter	B4_1
Part.53	584.46	place	enter	M4_1
Part.53	584.46	place	exit	B2_1
Component.53	584.46	place	exit	M2_1
Component.65	584.46	place	enter	M2_1
Part.57	584.46	place	exit	B1_1
Part.57	584.46	place	enter	B2_1
Part.62	584.46	place	exit	M1_1
Part.62	584.46	place	enter	B1_1
Part.63	584.46	place	enter	M1_1
Part.46	593.2113	place	exit	B4_1
Part.46	593.2113	place	enter	M5_1
Part.37	594.4309	place	exit	M5_1
Part.53	594.46	place	exit	M4_1
Part.53	594.46	place	enter	B4_1
Part.54	594.46	place	enter	M4_1
Part.54	594.46	place	exit	B2_1
Component.54	594.46	place	exit	M2_1
Component.66	594.46	place	enter	M2_1
Part.58	594.46	place	exit	B1_1
Part.58	594.46	place	enter	B2_1
Part.63	594.46	place	exit	M1_1
Part.63	594.46	place	enter	B1_1
Part.64	594.46	place	enter	M1_1
Part.47	605.2113	place	exit	B4_1
Part.47	605.2113	place	enter	M5_1
Part.54	605.2113	place	exit	M4_1
Part.54	605.2113	place	enter	B4_1
Part.55	605.2113	place	enter	M4_1
Part.55	605.2113	place	exit	B2_1
Component.55	605.2113	place	exit	M2_1
Component.67	605.2113	place	enter	M2_1
Part.59	605.2113	place	exit	B1_1
Part.59	605.2113	place	enter	B2_1
Part.64	605.2113	place	exit	M1_1
Part.64	605.2113	place	enter	B1_1
Part.65	605.2113	place	enter	M1_1
Part.38	607.4309	place	exit	M5_1
Part.48	617.2113	place	exit	B4_1
Part.48	617.2113	place	enter	M5_1
Part.55	617.2113	place	exit	M4_1
Part.55	617.2113	place	enter	B4_1
Part.56	617.2113	place	enter	M4_1
Part.56	617.2113	place	exit	B2_1
Component.56	617.2113	place	exit	M2_1
Component.68	617.2113	place	enter	M2_1
Part.60	617.2113	place	exit	B1_1
Part.60	617.2113	place	enter	B2_1
Part.65	617.2113	place	exit	M1_1
Part.65	617.2113	place	enter	B1_1
Part.66	617.2113	place	enter	M1_1
Part.39	624.9863	place	exit	M5_1
Part.49	629.2113	place	exit	B4_1
Part.49	629.2113	place	enter	M5_1
Part.40	637.9863	place	exit	M5_1
Part.50	641.2113	place	exit	B4_1
Part.50	641.2113	place	enter	M5_1
Part.56	650.227	place	exit	M4_1
Part.56	650.227	place	enter	B4_1
Part.57	650.227	place	enter	M4_1
Part.57	650.227	place	exit	B2_1
Component.57	650.227	place	exit	M2_1
Component.69	650.227	place	enter	M2_1
Part.61	650.227	place	exit	B1_1
Part.61	650.227	place	enter	B2_1
Part.66	650.227	place	exit	M1_1
Part.66	650.227	place	enter	B1_1
Part.67	650.227	place	enter	M1_1
Part.41	650.9863	place	exit	M5_1
Part.57	660.227	place	exit	M4_1
Part.57	660.227	place	enter	B4_1
Part.58	660.227	place	enter	M4_1
Part.58	660.227	place	exit	B2_1
Component.58	660.227	place	exit	M2_1
Component.70	660.227	place	enter	M2_1
Part.62	660.227	place	exit	B1_1
Part.62	660.227	place	enter	B2_1
Part.67	660.227	place	exit	M1_1
Part.67	660.227	place	enter	B1_1
Part.68	660.227	place	enter	M1_1
Part.51	663.8383	place	exit	B4_1
Part.51	663.8383	place	enter	M5_1
Part.42	663.9863	place	exit	M5_1
Part.58	670.227	place	exit	M4_1
Part.58	670.227	place	enter	B4_1
Part.59	670.227	place	enter	M4_1
Part.59	670.227	place	exit	B2_1
Component.59	670.227	place	exit	M2_1
Component.71	670.227	place	enter	M2_1
Part.63	670.227	place	exit	B1_1
Part.63	670.227	place	enter	B2_1
Part.68	670.227	place	exit	M1_1
Part.68	670.227	place	enter	B1_1
Part.69	670.227	place	enter	M1_1
Part.52	675.8383	place	exit	B4_1
Part.52	675.8383	place	enter	M5_1
Part.43	676.9863	place	exit	M5_1
Part.59	680.227	place	exit	M4_1
Part.59	680.227	place	enter	B4_1
Part.60	680.227	place	enter	M4_1
Part.60	680.227	place	exit	B2_1
Component.60	680.227	place	exit	M2_1
Component.72	680.227	place	enter	M2_1
Part.64	680.227	place	exit	B1_1
Part.64	680.227	place	enter	B2_1
Part.69	680.227	place	exit	M1_1
Part.69	680.227	place	enter	B1_1
Part.70	680.227	place	enter	M1_1
Part.53	687.8383	place	exit	B4_1
Part.53	687.8383	place	enter	M5_1
Part.44	689.9863	place	exit	M5_1
Part.60	696.2822	place	exit	M4_1
Part.60	696.2822	place	enter	B4_1
Part.61	696.2822	place	enter	M4_1
Part.61	696.2822	place	exit	B2_1
Component.61	696.2822	place	exit	M2_1
Component.73	696.2822	place	enter	M2_1
Part.65	696.2822	place	exit	B1_1
Part.65	696.2822	place	enter	B2_1
Part.70	696.2822	place	exit	M1_1
Part.70	696.2822	place	enter	B1_1
Part.71	696.2822	place	enter	M1_1
Part.54	699.8383	place	exit	B4_1
Part.54	699.8383	place	enter	M5_1
Part.45	702.9863	place	exit	M5_1
Part.61	706.2822	place	exit	M4_1
Part.61	706.2822	place	enter	B4_1
Part.62	706.2822	place	enter	M4_1
Part.62	706.2822	place	exit	B2_1
Component.62	706.2822	place	exit	M2_1
Component.74	706.2822	place	enter	M2_1
Part.66	706.2822	place	exit	B1_1
Part.66	706.2822	place	enter	B2_1
Part.71	706.2822	place	exit	M1_1
Part.71	706.2822	place	enter	B1_1
Part.72	706.2822	place	enter	M1_1
Part.55	711.8383	place	exit	B4_1
Part.55	711.8383	place	enter	M5_1
Part.46	715.9863	place	exit	M5_1
Part.62	716.2822	place	exit	M4_1
Part.62	716.2822	place	enter	B4_1
Part.63	716.2822	place	enter	M4_1
Part.63	716.2822	place	exit	B2_1
Component.63	716.2822	place	exit	M2_1
Component.75	716.2822	place	enter	M2_1
Part.67	716.2822	place	exit	B1_1
Part.67	716.2822	place	enter	B2_1
Part.72	716.2822	place	exit	M1_1
Part.72	716.2822	place	enter	B1_1
Part.73	716.2822	place	enter	M1_1
Part.56	723.8383	place	exit	B4_1
Part.56	723.8383	place	enter	M5_1
Part.63	726.2822	place	exit	M4_1
Part.63	726.2822	place	enter	B4_1
Part.64	726.2822	place	enter	M4_1
Part.64	726.2822	place	exit	B2_1
Component.64	726.2822	place	exit	M2_1
Component.76	726.2822	place	enter	M2_1
Part.68	726.2822	place	exit	B1_1
Part.68	726.2822	place	enter	B2_1
Part.73	726.2822	place	exit	M1_1
Part.73	726.2822	place	enter	B1_1
Part.74	726.2822	place	enter	M1_1
Part.47	728.9863	place	exit	M5_1
Part.57	735.8383	place	exit	B4_1
Part.57	735.8383	place	enter	M5_1
Part.64	736.2822	place	exit	M4_1
Part.64	736.2822	place	enter	B4_1
Part.65	736.2822	place	enter	M4_1
Part.65	736.2822	place	exit	B2_1
Component.65	736.2822	place	exit	M2_1
Component.77	736.2822	place	enter	M2_1
Part.69	736.2822	place	exit	B1_1
Part.69	736.2822	place	enter	B2_1
Part.74	736.2822	place	exit	M1_1
Part.74	736.2822	place	enter	B1_1
Part.75	736.2822	place	enter	M1_1
Part.48	741.9863	place	exit	M5_1
Part.58	747.8383	place	exit	B4_1
Part.58	747.8383	place	enter	M5_1
Part.65	747.8383	place	exit	M4_1
Part.65	747.8383	place	enter	B4_1
Part.66	747.8383	place	enter	M4_1
Part.66	747.8383	place	exit	B2_1
Component.66	747.8383	place	exit	M2_1
Component.78	747.8383	place	enter	M2_1
Part.70	747.8383	place	exit	B1_1
Part.70	747.8383	place	enter	B2_1
Part.75	747.8383	place	exit	M1_1
Part.75	747.8383	place	enter	B1_1
Part.76	747.8383	place	enter	M1_1
Part.49	754.9863	place	exit	M5_1
Part.59	759.8383	place	exit	B4_1
Part.59	759.8383	place	enter	M5_1
Part.66	759.8383	place	exit	M4_1
Part.66	759.8383	place	enter	B4_1
Part.67	759.8383	place	enter	M4_1
Part.67	759.8383	place	exit	B2_1
Component.67	759.8383	place	exit	M2_1
Component.79	759.8383	place	enter	M2_1
Part.71	759.8383	place	exit	B1_1
Part.71	759.8383	place	enter	B2_1
Part.76	759.8383	place	exit	M1_1
Part.76	759.8383	place	enter	B1_1
Part.77	759.8383	place	enter	M1_1
Part.50	767.9863	place	exit	M5_1
Part.60	771.8383	place	exit	B4_1
Part.60	771.8383	place	enter	M5_1
Part.67	771.8383	place	exit	M4_1
Part.67	771.8383	place	enter	B4_1
Part.68	771.8383	place	enter	M4_1
Part.68	771.8383	place	exit	B2_1
Component.68	771.8383	place	exit	M2_1
Component.80	771.8383	place	enter	M2_1
Part.72	771.8383	place	exit	B1_1
Part.72	771.8383	place	enter	B2_1
Part.77	771.8383	place	exit	M1_1
Part.77	771.8383	place	enter	B1_1
Part.78	771.8383	place	enter	M1_1
Part.51	780.9863	place	exit	M5_1
Part.61	783.8383	place	exit	B4_1
Part.61	783.8383	place	enter	M5_1
Part.68	791.0487	place	exit	M4_1
Part.68	791.0487	place	enter	B4_1
Part.69	791.0487	place	enter	M4_1
Part.69	791.0487	place	exit	B2_1
Component.69	791.0487	place	exit	M2_1
Component.81	791.0487	place	enter	M2_1
Part.73	791.0487	place	exit	B1_1
Part.73	791.0487	place	enter	B2_1
Part.78	791.0487	place	exit	M1_1
Part.78	791.0487	place	enter	B1_1
Part.79	791.0487	place	enter	M1_1
Part.52	793.9863	place	exit	M5_1
Part.62	795.8383	place	exit	B4_1
Part.62	795.8383	place	enter	M5_1
Part.69	801.0487	place	exit	M4_1
Part.69	801.0487	place	enter	B4_1
Part.70	801.0487	place	enter	M4_1
Part.70	801.0487	place	exit	B2_1
Component.70	801.0487	place	exit	M2_1
Component.82	801.0487	place	enter	M2_1
Part.74	801.0487	place	exit	B1_1
Part.74	801.0487	place	enter	B2_1
Part.79	801.0487	place	exit	M1_1
Part.79	801.0487	place	enter	B1_1
Part.80	801.0487	place	enter	M1_1
Part.53	806.9863	place	exit	M5_1
Part.63	807.8383	place	exit	B4_1
Part.63	807.8383	place	enter	M5_1
Part.70	811.0487	place	exit	M4_1
Part.70	811.0487	place	enter	B4_1
Part.71	811.0487	place	enter	M4_1
Part.71	811.0487	place	exit	B2_1
Component.71	811.0487	place	exit	M2_1
Component.83	811.0487	place	enter	M2_1
Part.75	811.0487	place	exit	B1_1
Part.75	811.0487	place	enter	B2_1
Part.80	811.0487	place	exit	M1_1
Part.80	811.0487	place	enter	B1_1
Part.81	811.0487	place	enter	M1_1
Part.64	819.8383	place	exit	B4_1
Part.64	819.8383	place	enter	M5_1
Part.54	819.9863	place	exit	M5_1
Part.71	826.7383	place	exit	M4_1
Part.71	826.7383	place	enter	B4_1
Part.72	826.7383	place	enter	M4_1
Part.72	826.7383	place	exit	B2_1
Component.72	826.7383	place	exit	M2_1
Component.84	826.7383	place	enter	M2_1
Part.76	826.7383	place	exit	B1_1
Part.76	826.7383	place	enter	B2_1
Part.81	826.7383	place	exit	M1_1
Part.81	826.7383	place	enter	B1_1
Part.82	826.7383	place	enter	M1_1
Part.65	831.8383	place	exit	B4_1
Part.65	831.8383	place	enter	M5_1
Part.55	832.9863	place	exit	M5_1
Part.72	836.7383	place	exit	M4_1
Part.72	836.7383	place	enter	B4_1
Part.73	836.7383	place	enter	M4_1
Part.73	836.7383	place	exit	B2_1
Component.73	836.7383	place	exit	M2_1
Component.85	836.7383	place	enter	M2_1
Part.77	836.7383	place	exit	B1_1
Part.77	836.7383	place	enter	B2_1
Part.82	836.7383	place	exit	M1_1
Part.82	836.7383	place	enter	B1_1
Part.83	836.7383	place	enter	M1_1
Part.56	845.9863	place	exit	M5_1
Part.66	848.2136	place	exit	B4_1
Part.66	848.2136	place	enter	M5_1
Part.73	848.2136	place	exit	M4_1
Part.73	848.2136	place	enter	B4_1
Part.74	848.2136	place	enter	M4_1
Part.74	848.2136	place	exit	B2_1
Component.74	848.2136	place	exit	M2_1
Component.86	848.2136	place	enter	M2_1
Part.78	848.2136	place	exit	B1_1
Part.78	848.2136	place	enter	B2_1
Part.83	848.2136	place	exit	M1_1
Part.83	848.2136	place	enter	B1_1
Part.84	848.2136	place	enter	M1_1
Part.57	858.9863	place	exit	M5_1
Part.67	860.2136	place	exit	B4_1
Part.67	860.2136	place	enter	M5_1
Part.74	860.2136	place	exit	M4_1
Part.74	860.2136	place	enter	B4_1
Part.75	860.2136	place	enter	M4_1
Part.75	860.2136	place	exit	B2_1
Component.75	860.2136	place	exit	M2_1
Component.87	860.2136	place	enter	M2_1
Part.79	860.2136	place	exit	B1_1
Part.79	860.2136	place	enter	B2_1
Part.84	860.2136	place	exit	M1_1
Part.84	860.2136	place	enter	B1_1
Part.85	860.2136	place	enter	M1_1
Part.58	871.9863	place	exit	M5_1
Part.68	872.2136	place	exit	B4_1
Part.68	872.2136	place	enter	M5_1
Part.75	872.2136	place	exit	M4_1
Part.75	872.2136	place	enter	B4_1
Part.76	872.2136	place	enter	M4_1
Part.76	872.2136	place	exit	B2_1
Component.76	872.2136	place	exit	M2_1
Component.88	872.2136	place	enter	M2_1
Part.80	872.2136	place	exit	B1_1
Part.80	872.2136	place	enter	B2_1
Part.85	872.2136	place	exit	M1_1
Part.85	872.2136	place	enter	B1_1
Part.86	872.2136	place	enter	M1_1
Part.69	884.2136	place	exit	B4_1
Part.69	884.2136	place	enter	M5_1
Part.76	884.2136	place	exit	M4_1
Part.76	884.2136	place	enter	B4_1
Part.77	884.2136	place	enter	M4_1
Part.77	884.2136	place	exit	B2_1
Component.77	884.2136	place	exit	M2_1
Component.89	884.2136	place	enter	M2_1
Part.81	884.2136	place	exit	B1_1
Part.81	884.2136	place	enter	B2_1
Part.86	884.2136	place	exit	M1_1
Part.86	884.2136	place	enter	B1_1
Part.87	884.2136	place	enter	M1_1
Part.59	884.9863	place	exit	M5_1
Part.60	897.9863	place	exit	M5_1
Part.70	908.4736	place	exit	B4_1
Part.70	908.4736	place	enter	M5_1
Part.77	908.4736	place	exit	M4_1
Part.77	908.4736	place	enter	B4_1
Part.78	908.4736	place	enter	M4_1
Part.78	908.4736	place	exit	B2_1
Component.78	908.4736	place	exit	M2_1
Component.90	908.4736	place	enter	M2_1
Part.82	908.4736	place	exit	B1_1
Part.82	908.4736	place	enter	B2_1
Part.87	908.4736	place	exit	M1_1
Part.87	908.4736	place	enter	B1_1
Part.88	908.4736	place	enter	M1_1
Part.61	910.9863	place	exit	M5_1
Part.71	920.4736	place	exit	B4_1
Part.71	920.4736	place	enter	M5_1
Part.78	920.4736	place	exit	M4_1
Part.78	920.4736	place	enter	B4_1
Part.79	920.4736	place	enter	M4_1
Part.79	920.4736	place	exit	B2_1
Component.79	920.4736	place	exit	M2_1
Component.91	920.4736	place	enter	M2_1
Part.83	920.4736	place	exit	B1_1
Part.83	920.4736	place	enter	B2_1
Part.88	920.4736	place	exit	M1_1
Part.88	920.4736	place	enter	B1_1
Part.89	920.4736	place	enter	M1_1
Part.62	923.9863	place	exit	M5_1
Part.72	932.4736	place	exit	B4_1
Part.72	932.4736	place	enter	M5_1
Part.79	932.4736	place	exit	M4_1
Part.79	932.4736	place	enter	B4_1
Part.80	932.4736	place	enter	M4_1
Part.80	932.4736	place	exit	B2_1
Component.80	932.4736	place	exit	M2_1
Component.92	932.4736	place	enter	M2_1
Part.84	932.4736	place	exit	B1_1
Part.84	932.4736	place	enter	B2_1
Part.89	932.4736	place	exit	M1_1
Part.89	932.4736	place	enter	B1_1
Part.90	932.4736	place	enter	M1_1
Part.63	936.9863	place	exit	M5_1
Part.73	944.4736	place	exit	B4_1
Part.73	944.4736	place	enter	M5_1
Part.80	944.4736	place	exit	M4_1
Part.80	944.4736	place	enter	B4_1
Part.81	944.4736	place	enter	M4_1
Part.81	944.4736	place	exit	B2_1
Component.81	944.4736	place	exit	M2_1
Component.93	944.4736	place	enter	M2_1
Part.85	944.4736	place	exit	B1_1
Part.85	944.4736	place	enter	B2_1
Part.90	944.4736	place	exit	M1_1
Part.90	944.4736	place	enter	B1_1
Part.91	944.4736	place	enter	M1_1
Part.64	949.9863	place	exit	M5_1
Part.74	956.4736	place	exit	B4_1
Part.74	956.4736	place	enter	M5_1
Part.81	956.4736	place	exit	M4_1
Part.81	956.4736	place	enter	B4_1
Part.82	956.4736	place	enter	M4_1
Part.82	956.4736	place	exit	B2_1
Component.82	956.4736	place	exit	M2_1
Component.94	956.4736	place	enter	M2_1
Part.86	956.4736	place	exit	B1_1
Part.86	956.4736	place	enter	B2_1
Part.91	956.4736	place	exit	M1_1
Part.91	956.4736	place	enter	B1_1
Part.92	956.4736	place	enter	M1_1
Part.65	962.9863	place	exit	M5_1
Part.75	968.4736	place	exit	B4_1
Part.75	968.4736	place	enter	M5_1
Part.82	968.4736	place	exit	M4_1
Part.82	968.4736	place	enter	B4_1
Part.83	968.4736	place	enter	M4_1
Part.83	968.4736	place	exit	B2_1
Component.83	968.4736	place	exit	M2_1
Component.95	968.4736	place	enter	M2_1
Part.87	968.4736	place	exit	B1_1
Part.87	968.4736	place	enter	B2_1
Part.92	968.4736	place	exit	M1_1
Part.92	968.4736	place	enter	B1_1
Part.93	968.4736	place	enter	M1_1
Part.66	975.9863	place	exit	M5_1
Part.76	980.4736	place	exit	B4_1
Part.76	980.4736	place	enter	M5_1
Part.83	980.4736	place	exit	M4_1
Part.83	980.4736	place	enter	B4_1
Part.84	980.4736	place	enter	M4_1
Part.84	980.4736	place	exit	B2_1
Component.84	980.4736	place	exit	M2_1
Component.96	980.4736	place	enter	M2_1
Part.88	980.4736	place	exit	B1_1
Part.88	980.4736	place	enter	B2_1
Part.93	980.4736	place	exit	M1_1
Part.93	980.4736	place	enter	B1_1
Part.94	980.4736	place	enter	M1_1
Part.67	988.9863	place	exit	M5_1
Part.77	992.4736	place	exit	B4_1
Part.77	992.4736	place	enter	M5_1
Part.84	992.4736	place	exit	M4_1
Part.84	992.4736	place	enter	B4_1
Part.85	992.4736	place	enter	M4_1
Part.85	992.4736	place	exit	B2_1
Component.85	992.4736	place	exit	M2_1
Component.97	992.4736	place	enter	M2_1
Part.89	992.4736	place	exit	B1_1
Part.89	992.4736	place	enter	B2_1
Part.94	992.4736	place	exit	M1_1
Part.94	992.4736	place	enter	B1_1
Part.95	992.4736	place	enter	M1_1
Part.68	1001.9863	place	exit	M5_1
Part.78	1004.4736	place	exit	B4_1
Part.78	1004.4736	place	enter	M5_1
Part.85	1004.4736	place	exit	M4_1
Part.85	1004.4736	place	enter	B4_1
Part.86	1004.4736	place	enter	M4_1
Part.86	1004.4736	place	exit	B2_1
Component.86	1004.4736	place	exit	M2_1
Component.98	1004.4736	place	enter	M2_1
Part.90	1004.4736	place	exit	B1_1
Part.90	1004.4736	place	enter	B2_1
Part.95	1004.4736	place	exit	M1_1
Part.95	1004.4736	place	enter	B1_1
Part.96	1004.4736	place	enter	M1_1
Part.69	1014.9863	place	exit	M5_1
Part.79	1018.7661	place	exit	B4_1
Part.79	1018.7661	place	enter	M5_1
Part.86	1018.7661	place	exit	M4_1
Part.86	1018.7661	place	enter	B4_1
Part.87	1018.7661	place	enter	M4_1
Part.87	1018.7661	place	exit	B2_1
Component.87	1018.7661	place	exit	M2_1
Component.99	1018.7661	place	enter	M2_1
Part.91	1018.7661	place	exit	B1_1
Part.91	1018.7661	place	enter	B2_1
Part.96	1018.7661	place	exit	M1_1
Part.96	1018.7661	place	enter	B1_1
Part.97	1018.7661	place	enter	M1_1
Part.70	1027.9863	place	exit	M5_1
Part.80	1030.7661	place	exit	B4_1
Part.80	1030.7661	place	enter	M5_1
Part.87	1030.7661	place	exit	M4_1
Part.87	1030.7661	place	enter	B4_1
Part.88	1030.7661	place	enter	M4_1
Part.88	1030.7661	place	exit	B2_1
Component.88	1030.7661	place	exit	M2_1
Component.100	1030.7661	place	enter	M2_1
Part.92	1030.7661	place	exit	B1_1
Part.92	1030.7661	place	enter	B2_1
Part.97	1030.7661	place	exit	M1_1
Part.97	1030.7661	place	enter	B1_1
Part.98	1030.7661	place	enter	M1_1
Part.71	1040.9863	place	exit	M5_1
Part.81	1042.7661	place	exit	B4_1
Part.81	1042.7661	place	enter	M5_1
Part.88	1042.7661	place	exit	M4_1
Part.88	1042.7661	place	enter	B4_1
Part.89	1042.7661	place	enter	M4_1
Part.89	1042.7661	place	exit	B2_1
Component.89	1042.7661	place	exit	M2_1
Component.101	1042.7661	place	enter	M2_1
Part.93	1042.7661	place	exit	B1_1
Part.93	1042.7661	place	enter	B2_1
Part.98	1042.7661	place	exit	M1_1
Part.98	1042.7661	place	enter	B1_1
Part.99	1042.7661	place	enter	M1_1
Part.72	1053.9863	place	exit	M5_1
Part.82	1054.7661	place	exit	B4_1
Part.82	1054.7661	place	enter	M5_1
Part.89	1054.7661	place	exit	M4_1
Part.89	1054.7661	place	enter	B4_1
Part.90	1054.7661	place	enter	M4_1
Part.90	1054.7661	place	exit	B2_1
Component.90	1054.7661	place	exit	M2_1
Component.102	1054.7661	place	enter	M2_1
Part.94	1054.7661	place	exit	B1_1
Part.94	1054.7661	place	enter	B2_1
Part.99	1054.7661	place	exit	M1_1
Part.99	1054.7661	place	enter	B1_1
Part.100	1054.7661	place	enter	M1_1
Part.73	1066.9863	place	exit	M5_1
Part.83	1072.1785	place	exit	B4_1
Part.83	1072.1785	place	enter	M5_1
Part.90	1072.1785	place	exit	M4_1
Part.90	1072.1785	place	enter	B4_1
Part.91	1072.1785	place	enter	M4_1
Part.91	1072.1785	place	exit	B2_1
Component.91	1072.1785	place	exit	M2_1
Component.103	1072.1785	place	enter	M2_1
Part.95	1072.1785	place	exit	B1_1
Part.95	1072.1785	place	enter	B2_1
Part.100	1072.1785	place	exit	M1_1
Part.100	1072.1785	place	enter	B1_1
Part.101	1072.1785	place	enter	M1_1
Part.74	1079.9863	place	exit	M5_1
Part.84	1084.1785	place	exit	B4_1
Part.84	1084.1785	place	enter	M5_1
Part.91	1084.1785	place	exit	M4_1
Part.91	1084.1785	place	enter	B4_1
Part.92	1084.1785	place	enter	M4_1
Part.92	1084.1785	place	exit	B2_1
Component.92	1084.1785	place	exit	M2_1
Component.104	1084.1785	place	enter	M2_1
Part.96	1084.1785	place	exit	B1_1
Part.96	1084.1785	place	enter	B2_1
Part.101	1084.1785	place	exit	M1_1
Part.101	1084.1785	place	enter	B1_1
Part.102	1084.1785	place	enter	M1_1
Part.75	1092.9863	place	exit	M5_1
Part.85	1096.1785	place	exit	B4_1
Part.85	1096.1785	place	enter	M5_1
Part.76	1107.885	place	exit	M5_1
Part.86	1108.1785	place	exit	B4_1
Part.86	1108.1785	place	enter	M5_1
Part.92	1110.5549	place	exit	M4_1
Part.92	1110.5549	place	enter	B4_1
Part.93	1110.5549	place	enter	M4_1
Part.93	1110.5549	place	exit	B2_1
Component.93	1110.5549	place	exit	M2_1
Component.105	1110.5549	place	enter	M2_1
Part.97	1110.5549	place	exit	B1_1
Part.97	1110.5549	place	enter	B2_1
Part.102	1110.5549	place	exit	M1_1
Part.102	1110.5549	place	enter	B1_1
Part.103	1110.5549	place	enter	M1_1
Part.87	1120.1785	place	exit	B4_1
Part.87	1120.1785	place	enter	M5_1
Part.93	1120.5549	place	exit	M4_1
Part.93	1120.5549	place	enter	B4_1
Part.94	1120.5549	place	enter	M4_1
Part.94	1120.5549	place	exit	B2_1
Component.94	1120.5549	place	exit	M2_1
Component.106	1120.5549	place	enter	M2_1
Part.98	1120.5549	place	exit	B1_1
Part.98	1120.5549	place	enter	B2_1
Part.103	1120.5549	place	exit	M1_1
Part.103	1120.5549	place	enter	B1_1
Part.104	1120.5549	place	enter	M1_1
Part.77	1120.885	place	exit	M5_1
Part.94	1130.5549	place	exit	M4_1
Part.94	1130.5549	place	enter	B4_1
Part.95	1130.5549	place	enter	M4_1
Part.95	1130.5549	place	exit	B2_1
Component.95	1130.5549	place	exit	M2_1
Component.107	1130.5549	place	enter	M2_1
Part.99	1130.5549	place	exit	B1_1
Part.99	1130.5549	place	enter	B2_1
Part.104	1130.5549	place	exit	M1_1
Part.104	1130.5549	place	enter	B1_1
Part.105	1130.5549	place	enter	M1_1
Part.88	1132.1785	place	exit	B4_1
Part.88	1132.1785	place	enter	M5_1
Part.78	1133.885	place	exit	M5_1
Part.95	1140.5549	place	exit	M4_1
Part.95	1140.5549	place	enter	B4_1
Part.96	1140.5549	place	enter	M4_1
Part.96	1140.5549	place	exit	B2_1
Component.96	1140.5549	place	exit	M2_1
Component.108	1140.5549	place	enter	M2_1
Part.100	1140.5549	place	exit	B1_1
Part.100	1140.5549	place	enter	B2_1
Part.105	1140.5549	place	exit	M1_1
Part.105	1140.5549	place	enter	B1_1
Part.106	1140.5549	place	enter	M1_1
Part.89	1144.1785	place	exit	B4_1
Part.89	1144.1785	place	enter	M5_1
Part.79	1146.885	place	exit	M5_1
Part.96	1150.5549	place	exit	M4_1
Part.96	1150.5549	place	enter	B4_1
Part.97	1150.5549	place	enter	M4_1
Part.97	1150.5549	place	exit	B2_1
Component.97	1150.5549	place	exit	M2_1
Component.109	1150.5549	place	enter	M2_1
Part.101	1150.5549	place	exit	B1_1
Part.101	1150.5549	place	enter	B2_1
Part.106	1150.5549	place	exit	M1_1
Part.106	1150.5549	place	enter	B1_1
Part.107	1150.5549	place	enter	M1_1
Part.90	1156.1785	place	exit	B4_1
Part.90	1156.1785	place	enter	M5_1
Part.80	1159.885	place	exit	M5_1
Part.97	1160.5549	place	exit	M4_1
Part.97	1160.5549	place	enter	B4_1
Part.98	1160.5549	place	enter	M4_1
Part.98	1160.5549	place	exit	B2_1
Component.98	1160.5549	place	exit	M2_1
Component.110	1160.5549	place	enter	M2_1
Part.102	1160.5549	place	exit	B1_1
Part.102	1160.5549	place	enter	B2_1
Part.107	1160.5549	place	exit	M1_1
Part.107	1160.5549	place	enter	B1_1
Part.108	1160.5549	place	enter	M1_1
Part.91	1168.1785	place	exit	B4_1
Part.91	1168.1785	place	enter	M5_1
Part.98	1170.5549	place	exit	M4_1
Part.98	1170.5549	place	enter	B4_1
Part.99	1170.5549	place	enter	M4_1
Part.99	1170.5549	place	exit	B2_1
Component.99	1170.5549	place	exit	M2_1
Component.111	1170.5549	place	enter	M2_1
Part.103	1170.5549	place	exit	B1_1
Part.103	1170.5549	place	enter	B2_1
Part.108	1170.5549	place	exit	M1_1
Part.108	1170.5549	place	enter	B1_1
Part.109	1170.5549	place	enter	M1_1
Part.81	1172.885	place	exit	M5_1
Part.92	1180.1785	place	exit	B4_1
Part.92	1180.1785	place	enter	M5_1
Part.99	1180.5549	place	exit	M4_1
Part.99	1180.5549	place	enter	B4_1
Part.100	1180.5549	place	enter	M4_1
