id	time	property	value1	value2
Part.7	114.87	place	enter	B5
Part.7	118.8655	place	exit	B5
Part.7	118.8655	place	enter	M6
Part.6	118.87	place	enter	B6
Part.6	118.87	place	exit	M6
Component.20	119.8655	place	exit	M3
Component.22	119.8655	place	enter	M2
Part.9	119.8655	place	exit	M4
Part.10	119.8655	place	enter	M4
Part.10	119.8655	place	exit	B2
Component.10	119.8655	place	exit	B3
Component.20	119.8655	place	enter	B3
Part.14	119.8655	place	enter	B2
Part.9	119.8655	place	enter	B4
Part.14	119.8655	place	exit	B1
Part.20	119.8655	place	enter	M1
Component.21	119.87	place	exit	M2
Part.19	119.87	place	exit	M1
Part.19	119.87	place	enter	B1
Component.21	119.87	place	enter	M3
Part.5	121.8655	place	exit	M7
Part.6	121.87	place	enter	M7
Part.6	121.87	place	exit	B6
Part.9	125.8655	place	enter	M5
Part.9	125.8655	place	exit	B4
Part.8	125.87	place	exit	M5
Part.8	125.87	place	enter	B5
Part.11	129.8655	place	exit	B2
Part.15	129.8655	place	exit	B1
Part.21	129.8655	place	enter	M1
Part.15	129.8655	place	enter	B2
Part.11	129.8655	place	enter	M4
Part.10	129.8655	place	exit	M4
Component.21	129.8655	place	exit	M3
Component.23	129.8655	place	enter	M2
Part.10	129.8655	place	enter	B4
Component.11	129.8655	place	exit	B3
Component.21	129.8655	place	enter	B3
Component.22	129.87	place	exit	M2
Component.22	129.87	place	enter	M3
Part.20	129.87	place	exit	M1
Part.20	129.87	place	enter	B1
Part.8	130.8655	place	exit	B5
Part.8	130.8655	place	enter	M6
Part.7	130.87	place	exit	M6
Part.7	130.87	place	enter	B6
Part.6	134.8655	place	exit	M7
Part.7	134.87	place	enter	M7
Part.7	134.87	place	exit	B6
Part.10	136.8655	place	exit	B4
Part.10	136.8655	place	enter	M5
Part.9	136.87	place	enter	B5
Part.9	136.87	place	exit	M5
Part.16	139.8655	place	exit	B1
Component.22	139.8655	place	exit	M3
Part.22	139.8655	place	enter	M1
Component.24	139.8655	place	enter	M2
Part.16	139.8655	place	enter	B2
Part.11	139.8655	place	exit	M4
Component.12	139.8655	place	exit	B3
Component.22	139.8655	place	enter	B3
Part.12	139.8655	place	enter	M4
Part.11	139.8655	place	enter	B4
Part.12	139.8655	place	exit	B2
Part.21	139.87	place	exit	M1
Component.23	139.87	place	exit	M2
Component.23	139.87	place	enter	M3
Part.21	139.87	place	enter	B1
Part.8	142.87	place	exit	M6
Part.8	142.87	place	enter	B6
Part.9	146.4412	place	enter	M6
Part.9	146.4412	place	exit	B5
Part.7	147.8655	place	exit	M7
Part.11	147.8655	place	exit	B4
Part.11	147.8655	place	enter	M5
Part.10	147.87	place	enter	B5
Part.10	147.87	place	exit	M5
Part.8	147.87	place	enter	M7
Part.8	147.87	place	exit	B6
Part.23	149.8655	place	enter	M1
Component.23	149.8655	place	exit	M3
Part.13	149.8655	place	exit	B2
Part.12	149.8655	place	enter	B4
Component.25	149.8655	place	enter	M2
Part.13	149.8655	place	enter	M4
Part.17	149.8655	place	exit	B1
Component.13	149.8655	place	exit	B3
Part.12	149.8655	place	exit	M4
Component.23	149.8655	place	enter	B3
Part.17	149.8655	place	enter	B2
Component.24	149.87	place	enter	M3
Component.24	149.87	place	exit	M2
Part.22	149.87	place	exit	M1
Part.22	149.87	place	enter	B1
Part.9	158.44	place	exit	M6
Part.9	158.44	place	enter	B6
Part.10	158.4412	place	enter	M6
Part.10	158.4412	place	exit	B5
Part.12	158.8655	place	enter	M5
Part.12	158.8655	place	exit	B4
Part.11	158.87	place	enter	B5
Part.11	158.87	place	exit	M5
Component.26	159.8655	place	enter	M2
Part.18	159.8655	place	exit	B1
Component.24	159.8655	place	enter	B3
Part.18	159.8655	place	enter	B2
Component.14	159.8655	place	exit	B3
Part.14	159.8655	place	exit	B2
Part.14	159.8655	place	enter	M4
Part.24	159.8655	place	enter	M1
Part.13	159.8655	place	enter	B4
Part.13	159.8655	place	exit	M4
Component.24	159.8655	place	exit	M3
Part.23	159.87	place	exit	M1
Part.23	159.87	place	enter	B1
Component.25	159.87	place	exit	M2
Component.25	159.87	place	enter	M3
Part.8	160.8655	place	exit	M7
Part.9	160.87	place	enter	M7
Part.9	160.87	place	exit	B6
Part.25	169.8655	place	enter	M1
Part.14	169.8655	place	enter	B4
Component.25	169.8655	place	exit	M3
Part.13	169.8655	place	exit	B4
Part.15	169.8655	place	enter	M4
Component.27	169.8655	place	enter	M2
Part.14	169.8655	place	exit	M4
Part.15	169.8655	place	exit	B2
Component.15	169.8655	place	exit	B3
Part.19	169.8655	place	exit	B1
Part.19	169.8655	place	enter	B2
Component.25	169.8655	place	enter	B3
Part.13	169.8655	place	enter	M5
Component.26	169.87	place	exit	M2
Part.24	169.87	place	exit	M1
Part.12	169.87	place	enter	B5
Component.26	169.87	place	enter	M3
Part.24	169.87	place	enter	B1
Part.12	169.87	place	exit	M5
Part.10	170.44	place	exit	M6
Part.10	170.44	place	enter	B6
Part.9	173.8655	place	exit	M7
Part.10	173.87	place	exit	B6
Part.10	173.87	place	enter	M7
Part.20	179.8655	place	exit	B1
Component.26	179.8655	place	exit	M3
Component.28	179.8655	place	enter	M2
Part.20	179.8655	place	enter	B2
Component.26	179.8655	place	enter	B3
Component.16	179.8655	place	exit	B3
Part.16	179.8655	place	exit	B2
Part.16	179.8655	place	enter	M4
Part.15	179.8655	place	enter	B4
Part.15	179.8655	place	exit	M4
Part.26	179.8655	place	enter	M1
Part.25	179.87	place	exit	M1
Part.25	179.87	place	enter	B1
Component.27	179.87	place	exit	M2
Component.27	179.87	place	enter	M3
Part.14	180.8655	place	enter	M5
Part.14	180.8655	place	exit	B4
Part.13	180.87	place	exit	M5
Part.13	180.87	place	enter	B5
Part.11	184.1482	place	enter	M6
Part.11	184.1482	place	exit	B5
Part.17	189.8655	place	enter	M4
Component.27	189.8655	place	exit	M3
Part.27	189.8655	place	enter	M1
Part.16	189.8655	place	exit	M4
Component.29	189.8655	place	enter	M2
Part.16	189.8655	place	enter	B4
Part.21	189.8655	place	exit	B1
Part.21	189.8655	place	enter	B2
Component.27	189.8655	place	enter	B3
Component.17	189.8655	place	exit	B3
Part.17	189.8655	place	exit	B2
Component.28	189.87	place	exit	M2
Part.26	189.87	place	enter	B1
Component.28	189.87	place	enter	M3
Part.26	189.87	place	exit	M1
Part.15	191.8655	place	enter	M5
Part.15	191.8655	place	exit	B4
Part.14	191.87	place	exit	M5
Part.14	191.87	place	enter	B5
Part.11	196.15	place	exit	M6
Part.11	196.15	place	enter	B6
Part.10	197.1482	place	exit	M7
Part.11	197.15	place	enter	M7
Part.11	197.15	place	exit	B6
Part.18	199.8655	place	enter	M4
Part.17	199.8655	place	enter	B4
Part.17	199.8655	place	exit	M4
Part.18	199.8655	place	exit	B2
Part.22	199.8655	place	exit	B1
Component.28	199.8655	place	enter	B3
Component.30	199.8655	place	enter	M2
Component.28	199.8655	place	exit	M3
Part.28	199.8655	place	enter	M1
Part.22	199.8655	place	enter	B2
Component.18	199.8655	place	exit	B3
Component.29	199.87	place	enter	M3
Component.29	199.87	place	exit	M2
Part.27	199.87	place	enter	B1
Part.27	199.87	place	exit	M1
Part.16	202.8655	place	enter	M5
Part.16	202.8655	place	exit	B4
Part.15	202.87	place	exit	M5
Part.15	202.87	place	enter	B5
Part.17	213.8655	place	enter	M5
Part.17	213.8655	place	exit	B4
Part.16	213.87	place	enter	B5
Part.16	213.87	place	exit	M5
Component.29	214.4862	place	exit	M3
Component.31	214.4862	place	enter	M2
Part.23	214.4862	place	exit	B1
Part.29	214.4862	place	enter	M1
Part.19	214.4862	place	exit	B2
Part.18	214.4862	place	exit	M4
Part.18	214.4862	place	enter	B4
Part.19	214.4862	place	enter	M4
Component.19	214.4862	place	exit	B3
Component.29	214.4862	place	enter	B3
Part.23	214.4862	place	enter	B2
Part.28	214.49	place	enter	B1
Component.30	214.49	place	enter	M3
Component.30	214.49	place	exit	M2
Part.28	214.49	place	exit	M1
Component.30	224.4862	place	exit	M3
Component.32	224.4862	place	enter	M2
Part.19	224.4862	place	exit	M4
Part.24	224.4862	place	exit	B1
Part.30	224.4862	place	enter	M1
Part.20	224.4862	place	enter	M4
Part.20	224.4862	place	exit	B2
Component.20	224.4862	place	exit	B3
Part.19	224.4862	place	enter	B4
Component.30	224.4862	place	enter	B3
Part.24	224.4862	place	enter	B2
Part.29	224.49	place	enter	B1
Component.31	224.49	place	enter	M3
Component.31	224.49	place	exit	M2
Part.29	224.49	place	exit	M1
Part.18	224.8655	place	exit	B4
Part.18	224.8655	place	enter	M5
Part.17	224.87	place	exit	M5
Part.17	224.87	place	enter	B5
Part.12	228.7872	place	exit	B5
Part.12	228.7872	place	enter	M6
Part.25	234.4862	place	exit	B1
Component.31	234.4862	place	exit	M3
Part.21	234.4862	place	enter	M4
Part.21	234.4862	place	exit	B2
Component.33	234.4862	place	enter	M2
Component.21	234.4862	place	exit	B3
Component.31	234.4862	place	enter	B3
Part.20	234.4862	place	enter	B4
Part.25	234.4862	place	enter	B2
Part.31	234.4862	place	enter	M1
Part.20	234.4862	place	exit	M4
Part.30	234.49	place	enter	B1
Component.32	234.49	place	exit	M2
Part.30	234.49	place	exit	M1
Component.32	234.49	place	enter	M3
Part.19	235.8655	place	enter	M5
Part.19	235.8655	place	exit	B4
Part.18	235.87	place	exit	M5
Part.18	235.87	place	enter	B5
Part.13	240.7872	place	enter	M6
Part.13	240.7872	place	exit	B5
Part.12	240.79	place	enter	B6
Part.12	240.79	place	exit	M6
Part.11	241.7872	place	exit	M7
Part.12	241.79	place	enter	M7
Part.12	241.79	place	exit	B6
Component.32	244.4862	place	exit	M3
Part.26	244.4862	place	enter	B2
Part.26	244.4862	place	exit	B1
Component.22	244.4862	place	exit	B3
Part.22	244.4862	place	exit	B2
Component.32	244.4862	place	enter	B3
Part.21	244.4862	place	enter	B4
Part.21	244.4862	place	exit	M4
Part.32	244.4862	place	enter	M1
Component.34	244.4862	place	enter	M2
Part.22	244.4862	place	enter	M4
Part.31	244.49	place	enter	B1
Part.31	244.49	place	exit	M1
Component.33	244.49	place	exit	M2
Component.33	244.49	place	enter	M3
Part.20	246.8655	place	enter	M5
Part.20	246.8655	place	exit	B4
Part.19	246.87	place	exit	M5
Part.19	246.87	place	enter	B5
Part.14	252.7872	place	exit	B5
Part.14	252.7872	place	enter	M6
Part.13	252.79	place	exit	M6
Part.13	252.79	place	enter	B6
Component.35	254.4862	place	enter	M2
Part.23	254.4862	place	enter	M4
Part.22	254.4862	place	exit	M4
Part.22	254.4862	place	enter	B4
Part.23	254.4862	place	exit	B2
Part.27	254.4862	place	enter	B2
Component.33	254.4862	place	enter	B3
Part.33	254.4862	place	enter	M1
Component.23	254.4862	place	exit	B3
Component.33	254.4862	place	exit	M3
Part.27	254.4862	place	exit	B1
Component.34	254.49	place	exit	M2
Part.32	254.49	place	enter	B1
Component.34	254.49	place	enter	M3
Part.32	254.49	place	exit	M1
Part.12	254.7872	place	exit	M7
Part.13	254.79	place	exit	B6
Part.13	254.79	place	enter	M7
Part.21	257.8655	place	enter	M5
Part.21	257.8655	place	exit	B4
Part.20	257.87	place	exit	M5
Part.20	257.87	place	enter	B5
Part.15	264.7872	place	exit	B5
Part.15	264.7872	place	enter	M6
Part.14	264.79	place	enter	B6
Part.14	264.79	place	exit	M6
Part.23	266.92	place	enter	B4
Component.36	266.92	place	enter	M2
Part.33	266.92	place	enter	B1
Part.23	266.92	place	exit	M4
Part.28	266.92	place	enter	B2
Component.34	266.92	place	enter	B3
Component.24	266.92	place	exit	B3
Part.24	266.92	place	exit	B2
Part.24	266.92	place	enter	M4
Component.35	266.92	place	enter	M3
Part.34	266.92	place	enter	M1
Component.35	266.92	place	exit	M2
Part.33	266.92	place	exit	M1
Component.34	266.92	place	exit	M3
Part.28	266.92	place	exit	B1
Part.13	267.7872	place	exit	M7
Part.14	267.79	place	exit	B6
Part.14	267.79	place	enter	M7
Part.22	268.8655	place	exit	B4
Part.22	268.8655	place	enter	M5
Part.21	268.87	place	exit	M5
Part.21	268.87	place	enter	B5
Part.16	276.7872	place	enter	M6
Part.16	276.7872	place	exit	B5
Part.15	276.79	place	enter	B6
Part.15	276.79	place	exit	M6
Component.35	276.92	place	enter	B3
Part.34	276.92	place	exit	M1
Part.35	276.92	place	enter	M1
Part.25	276.92	place	enter	M4
Part.25	276.92	place	exit	B2
Component.25	276.92	place	exit	B3
Part.24	276.92	place	enter	B4
Component.36	276.92	place	exit	M2
Part.29	276.92	place	enter	B2
Part.34	276.92	place	enter	B1
Part.24	276.92	place	exit	M4
Part.29	276.92	place	exit	B1
Component.37	276.92	place	enter	M2
Component.35	276.92	place	exit	M3
Component.36	276.92	place	enter	M3
Part.23	279.8655	place	exit	B4
Part.23	279.8655	place	enter	M5
Part.22	279.87	place	enter	B5
Part.22	279.87	place	exit	M5
Part.14	280.7872	place	exit	M7
Part.15	280.79	place	exit	B6
Part.15	280.79	place	enter	M7
Component.36	286.92	place	exit	M3
Part.36	286.92	place	enter	M1
Part.35	286.92	place	enter	B1
Component.37	286.92	place	exit	M2
Part.30	286.92	place	enter	B2
Component.38	286.92	place	enter	M2
Component.36	286.92	place	enter	B3
Part.26	286.92	place	exit	B2
Component.26	286.92	place	exit	B3
Part.25	286.92	place	enter	B4
Part.25	286.92	place	exit	M4
Part.35	286.92	place	exit	M1
Part.30	286.92	place	exit	B1
Part.26	286.92	place	enter	M4
Component.37	286.92	place	enter	M3
Part.16	288.79	place	exit	M6
Part.16	288.79	place	enter	B6
Part.24	291.8477	place	enter	M5
Part.24	291.8477	place	exit	B4
Part.17	291.8477	place	exit	B5
Part.17	291.8477	place	enter	M6
Part.23	291.85	place	exit	M5
Part.23	291.85	place	enter	B5
Part.15	293.7872	place	exit	M7
Part.16	293.79	place	exit	B6
Part.16	293.79	place	enter	M7
Part.26	296.92	place	enter	B4
Part.37	296.92	place	enter	M1
Component.38	296.92	place	exit	M2
Component.39	296.92	place	enter	M2
Part.36	296.92	place	exit	M1
Part.31	296.92	place	exit	B1
Part.26	296.92	place	exit	M4
Part.27	296.92	place	enter	M4
Part.36	296.92	place	enter	B1
Part.27	296.92	place	exit	B2
Component.38	296.92	place	enter	M3
Part.31	296.92	place	enter	B2
Component.27	296.92	place	exit	B3
Component.37	296.92	place	exit	M3
Component.37	296.92	place	enter	B3
Part.25	303.8477	place	exit	B4
Part.25	303.8477	place	enter	M5
Part.18	303.8477	place	exit	B5
Part.18	303.8477	place	enter	M6
